Name,GWEIGHT,G0.05,G0.1,G0.15,G0.2,G0.25,G0.3,N0.05,N0.1,N0.15,N0.2,N0.25,N0.3,P0.05,P0.1,P0.15,P0.2,P0.25,P0.3,S0.05,S0.1,S0.15,S0.2,S0.25,S0.3,L0.05,L0.1,L0.15,L0.2,L0.25,L0.3,U0.05,U0.1,U0.15,U0.2,U0.25,U0.3
SAP190     : G1/S transition of mitotic cell cycle ,1,-0.12,0.07,0.27,0.23,-0.05,-0.32,0.2,0.28,0.4,0.05,-0.08,-0.07,-0.13,-0.03,-0.15,0.02,-0.1,0.02,0.24,0.26,-0.07,-0.02,-0.06,-0.02,-0.12,0.01,-0.29,-0.11,-0.06,-0.13,0.22,-0.21,-0.1,-0.05,0.06,-0.02
RER2       : ER to Golgi transport* ,1,-0.28,0.08,-0.16,-0.15,-0.24,-0.06,-0.1,0.14,0.64,0.08,0.03,-0.21,-0.32,-0.25,-0.42,-0.44,-0.16,-0.56,0,0.02,-0.1,-0.18,0.06,-0.09,-0.23,0.34,-0.04,0.18,0.12,0.31,0.4,0.14,0.4,0.24,0.05,0.33
SSY1       : sensory perception of chemical stimulus ,1,-0.2,-0.03,-0.01,-0.19,-0.12,-0.04,0.18,0.24,0.22,0.06,0.19,-0.05,-0.13,-0.13,-0.14,0.26,-0.24,-0.3,-0.01,0.35,0.04,0.18,0.14,0.21,0.01,-0.06,-0.15,-0.12,-0.01,-0.06,0.23,0.15,0.04,0.04,0.1,0.28
          :  ,1,NA,0.34,-0.3,-0.03,-0.32,-0.01,0.44,0.04,0.1,0.09,0,0.09,-0.46,-0.21,-0.4,NA,-0.84,-0.39,NA,0.41,0.01,0.28,0.07,0.11,0.08,-0.39,-0.17,-0.01,-0.08,-0.25,0.73,0.46,0.1,0.01,-0.12,0.17
PCF11      : mRNA polyadenylylation* ,1,0.02,-0.03,0.28,0.19,0.22,0.11,-0.1,-0.01,-0.03,0.05,0.1,0.07,-0.01,-0.18,-0.13,-0.09,-0.44,-0.34,0.09,0.06,0.02,0.02,0.08,0.18,0.27,0.05,-0.15,-0.15,-0.07,0.1,0.1,-0.07,0.14,0.05,0.12,0.15
OMA1       : misfolded or incompletely synthesized protein catabolism ,1,0.08,0.21,-0.09,-0.04,0.08,0.2,-0.13,-0.14,-0.04,0.23,0,0.09,-0.32,-0.35,-0.2,-0.55,-0.37,-0.54,0.34,0.17,0.25,0.05,0.26,0.01,0.09,0.23,0,0.13,0.1,0.07,-0.27,-0.15,-0.12,0.18,-0.28,0.12
          : biological process unknown ,1,-0.15,-0.2,0.01,0.24,0.26,0.41,0.08,-0.04,-0.37,0.13,0.2,0.04,-0.01,-0.03,-0.1,-0.38,-0.24,-0.43,0.22,0.1,0.17,0.1,0.42,0.01,-0.12,0.22,0.24,0.35,0.36,0.32,-0.1,-0.25,0.12,0.25,0.01,0.08
BCK2       : G1/S transition of mitotic cell cycle* ,1,0.1,-0.01,0.33,0.25,0.08,-0.06,0.28,-0.15,-0.32,-0.22,-0.17,0,0.11,-0.15,-0.32,-0.4,-0.28,-0.37,0.02,-0.03,0.06,0.08,0.14,0.4,0.3,0.2,0.3,0.31,0.16,0.43,0.02,-0.12,0.27,0.45,0.21,0.26
ALO1       : response to oxidative stress ,1,0.2,-0.06,0.77,0.93,0.57,0.77,0.6,0.86,0.03,0.41,0.22,0.72,-0.42,-0.57,-0.36,-0.72,-0.3,-0.13,0.63,-0.09,0.09,0.21,0.3,0.12,-0.09,-0.03,0.44,0.38,0.55,0.58,-0.02,-0.16,0.18,0.13,0.27,0.55
          : biological process unknown ,1,NA,-0.12,NA,0.82,-0.08,0.61,0.59,-0.04,0.34,0.27,0.34,0.55,-0.27,-0.41,-0.36,-0.54,-0.05,NA,NA,0.73,NA,0.5,0.29,0.11,0.72,0.34,0.61,0.42,0.38,0.04,NA,-0.36,0.49,0.08,NA,0.09
          : biological process unknown ,1,0.59,0.44,0.74,0.57,0.38,0.3,0.55,0.32,0.23,0.09,0.2,0.33,-0.33,-0.33,-0.43,-0.28,-0.02,-0.41,-0.95,0.24,0.07,0.01,0,0.1,0.59,0.41,0.73,0.48,0.52,0.11,0.11,-0.08,0.18,0.37,0.18,0.32
NUP57      : mRNA-nucleus export* ,1,0.17,0.11,0.25,0.18,0.02,0.04,0.4,0.29,0.01,0.14,0.34,-0.01,-0.24,-0.16,0.04,-0.24,0.01,-0.52,0.04,-0.06,-0.07,0.05,0.09,0.01,0.09,0.21,0.22,0.19,0.03,0.03,-0.13,-0.24,0.02,0.2,-0.05,0.03
          : biological process unknown ,1,-0.16,-0.35,0.06,0.14,-0.02,-0.31,0.35,0.22,0.05,0.33,0,-0.28,0.08,0.1,0.15,-0.38,-0.23,-0.77,0.27,0.29,0,-0.05,0.08,-0.31,0.1,0.01,0.17,-0.09,-0.12,-0.19,0.01,0.38,0.2,-0.01,-0.08,-0.19
DJP1       : peroxisome matrix protein import ,1,-0.42,-0.28,-0.22,-0.15,-0.16,-0.02,0.38,0.04,0.33,0.3,0.31,-0.27,-0.18,-0.03,-0.07,-0.26,-0.06,-0.48,0.54,0.23,0.05,-0.12,0.09,-0.27,-0.24,0.22,-0.15,-0.25,-0.15,-0.14,-0.19,0.13,0.11,-0.19,-0.4,-0.44
MGM101     : DNA repair* ,1,0.06,0.23,0.25,0.12,-0.07,-0.09,0.33,0.32,0.25,0.35,0.28,-0.25,-0.21,-0.09,0.04,-0.34,-0.14,-0.65,0.37,0.2,0.17,0.04,0.11,-0.19,0.03,0.03,-0.08,-0.05,-0.21,-0.17,-0.11,-0.32,-0.24,-0.16,-0.46,-0.35
BEM1       : establishment of cell polarity (sensu Fungi)* ,1,0.03,-0.01,0.01,0.12,-0.19,-0.2,0.24,0.21,0.28,-0.02,0.05,-0.23,-0.08,-0.03,-0.21,-0.31,-0.34,-0.55,0.39,0.1,0.11,-0.06,0.1,-0.17,-0.22,0.27,0.1,-0.17,-0.09,-0.05,-0.62,-0.21,-0.39,-0.19,-0.3,-0.28
          :  ,1,-0.09,-0.09,0.07,0.13,-0.04,-0.07,0.13,0.27,0.04,0,-0.03,0.07,-0.16,-0.39,-0.33,-0.18,-0.18,-0.07,0.18,0.1,-0.21,-0.13,-0.1,0.06,-0.36,-0.13,0.13,0.09,0.08,0.04,-0.53,-0.16,-0.29,-0.15,0.12,0.11
          :  ,1,NA,NA,-0.14,0.15,-0.17,-0.19,-0.03,0.32,0.2,0.04,-0.12,0.36,-0.26,-0.79,-0.26,NA,-0.36,0.02,0.77,0.23,-0.17,0.03,-0.04,0.22,-0.42,0.17,0.43,0.36,0.38,0.22,NA,-0.41,-0.2,-0.24,0.16,0.48
MED6       : transcription from RNA polymerase II promoter ,1,-0.09,0.25,0.31,0.07,0.02,-0.01,0.56,0.3,-0.2,0,-0.1,0.04,-0.57,-0.34,-0.09,-0.2,0.1,-0.12,0.27,0.12,0.06,-0.15,0.08,-0.05,-0.13,0.11,0.05,0.07,0.11,0.14,0.27,-0.12,-0.24,-0.09,-0.39,0.03
HPC2       : G1/S-specific transcription in mitotic cell cycle ,1,0.04,-0.32,-0.09,-0.06,-0.09,0,0.44,0.07,-0.09,0.21,0.29,0.14,-0.2,-0.21,-0.1,-0.22,-0.21,-0.08,0.63,-0.16,0.03,-0.08,-0.03,-0.24,-0.35,-0.3,-0.15,-0.12,0.01,0,0.17,-0.25,-0.11,-0.08,-0.02,-0.07
          : biological process unknown ,1,-0.29,-0.21,-0.08,-0.03,-0.07,0,0.36,0.38,0.59,0.21,0.37,0.23,-0.31,-0.2,-0.3,-0.28,-0.37,-0.54,0.77,0.15,0.12,0.05,-0.08,-0.14,-0.37,-0.21,-0.08,-0.17,-0.06,-0.15,0.4,0.17,0.09,-0.13,0,-0.17
VPS36      : protein-vacuolar targeting* ,1,0.33,0.09,0.11,0.19,0.17,0.08,0.37,0.43,0.34,-0.02,0.11,0.13,0.26,0.12,-0.28,-0.2,-0.53,-0.16,0.7,0.1,0.07,0.08,0.23,0.06,-0.32,-0.17,-0.24,-0.11,0.12,0.1,0.27,0.01,-0.09,0.16,-0.03,0.07
ERP4       : secretory pathway ,1,0.13,0.02,-0.3,-0.08,-0.01,-0.02,-0.02,0.6,0.17,0.05,-0.04,0.1,-0.09,-0.36,-0.39,-0.31,-0.29,-0.01,0.53,0.19,-0.07,0.02,-0.13,0.25,-0.38,-0.25,-0.21,-0.08,0,0.09,0.08,0.15,-0.12,-0.2,0.12,0.14
          : biological process unknown ,1,-0.01,0.08,-0.18,-0.08,0.02,0.18,-0.05,0.34,0.46,0.46,0.4,0.46,-0.23,-0.35,-0.32,-0.06,-0.14,-0.15,0.27,0.19,0.1,0.16,0.15,0.35,-0.07,0.23,0.11,0.32,0.19,0.23,-0.3,0.28,-0.03,0.12,0.17,0.38
RMD8       : biological process unknown ,1,-0.09,0.05,-0.14,0.08,0.12,-0.02,0.21,0.42,0.44,0.25,0.2,0.01,-0.16,-0.18,-0.34,-0.27,-0.25,-0.32,-0.45,0.28,0.21,0.25,0.27,0.2,0.12,0.16,0.14,0.08,-0.07,0.02,-0.01,0.13,0.13,0.2,0,0.07
          : biological process unknown ,1,0.2,0.14,0.1,0.11,0.18,0.13,0.46,1.15,1.25,0.67,0.79,0.64,-0.75,-0.52,-0.69,-0.33,-0.49,-0.09,-0.93,0.56,0.47,0.49,0.31,0.59,-0.31,0.21,0.13,0.28,0.23,0.08,-1.12,-0.06,-0.09,-0.12,0.26,0.31
NEJ1       : DNA repair* ,1,0.52,0.76,0.25,-0.05,-0.01,-0.03,-0.32,0.09,1.06,0.81,0.56,0.15,0.22,-0.19,-0.26,-0.26,-0.26,-0.17,0.07,0.22,0.45,0.35,0.33,0.23,0.13,0.21,-0.26,-0.05,-0.12,0.03,-0.24,-0.12,-0.07,-0.09,-0.24,-0.28
ANT1       : peroxisome organization and biogenesis* ,1,1.03,0.79,0.21,0.32,0.19,0.27,0.17,0.5,0.7,0.7,0.2,0.46,0.28,-0.08,-0.26,-0.31,-0.43,-0.25,0.26,0.36,0.46,0.47,0.29,0.38,-0.06,-0.05,-0.19,-0.05,-0.12,0.21,-0.21,-0.19,-0.05,-0.18,-0.01,0.11
          :  ,1,0.98,1.01,0.69,0.93,0.88,0.85,0.5,0.8,1.66,1.23,0.78,0.8,-0.91,-0.77,-1.03,-0.95,-0.74,-0.44,-0.09,0.32,0.92,0.89,0.68,0.91,-0.09,-0.21,-0.35,-0.39,-0.13,0.18,-0.43,0.07,0.12,-0.07,-0.06,0.02
LEU5       : coenzyme A transport ,1,0.41,0.55,0.56,0.58,0.34,0.36,0.03,0.1,0.54,0.43,0.16,0.05,0.05,-0.13,-0.23,-0.16,-0.32,-0.22,0.03,0.2,0.17,0.27,0.25,0.31,0.17,0.37,0.21,0.22,0.09,0.22,0.25,0,0.15,0.17,0.05,-0.05
TBS1       : biological process unknown ,1,0.61,0.48,0.57,0.39,0.3,0.1,0.63,0.38,0.8,0.52,0.48,0.26,0.05,-0.48,-0.7,-0.44,-0.54,-0.55,0.74,1.32,0.99,0.64,0.67,0.36,0.28,0.41,0.1,0.09,0.07,-0.3,-0.15,0.11,-0.04,-0.15,-0.07,-0.06
          : biological process unknown ,1,-0.24,0.52,0.34,0.36,0.15,-0.02,1.07,0.81,1.03,0.41,0.5,0.17,-0.55,-0.27,-0.4,-0.51,-0.27,-0.35,0.32,1,0.47,0.59,0.61,0.21,-0.36,0.27,0.1,0.2,-0.14,-0.04,-0.55,0.15,0.03,0.05,0.14,0.18
          : biological process unknown ,1,0.57,0.72,-0.31,-0.33,0.08,0.2,2.37,2.54,2.16,2.15,2.03,1.83,-1.91,-1.67,-1.52,-1.31,-0.69,-0.42,2.98,1.8,1.53,1.53,1.63,1.33,0.22,0.53,-0.14,-0.02,-0.47,-0.65,-1.56,-0.81,-0.49,-0.72,-0.89,-0.75
NIT1       : biological process unknown ,1,0.4,0.54,-0.43,-0.48,0.08,0.11,2.23,2.46,1.88,1.86,1.78,1.84,-2.21,-1.94,-1.82,-1.59,-0.93,-0.65,2.89,1.58,1.3,1.33,1.46,1.25,-0.08,0.33,-0.19,-0.05,-0.37,-0.66,-1.37,-0.77,-0.46,-0.78,-0.82,-0.64
PTR2       : peptide transport ,1,0.52,0.46,0.77,0.67,1.3,0.7,3.92,3.37,2.84,2.81,2.04,2.14,-3.05,-2.88,-2.75,-2.35,-3.47,-3.42,1.4,2.76,2.66,2.08,1.74,1.61,0.78,0.72,-0.02,-0.04,1.05,1.33,-1.81,-1.33,-1.38,-2.92,-3.47,-2.78
SRO77      : exocytosis* ,1,0.24,0.18,0.39,0.21,0.17,0.31,0.54,0.46,0.17,-0.09,0.01,0.29,-1.02,-0.67,-0.6,-0.47,-0.34,-0.01,0.55,0.57,0.13,0.3,0.26,0.32,0.28,0.19,0.34,0.07,0.3,0.24,-0.15,0.26,-0.1,-0.48,-0.64,-0.36
"RSE1       : nuclear mRNA splicing, via spliceosome* ",1,0.36,0.15,0.46,0.24,0.3,0.25,0.25,0.14,0.21,0,0.05,0.26,-0.14,-0.22,-0.07,-0.08,-0.04,0.06,0.12,0.21,0.11,0.07,0.04,0.04,0,-0.19,0.01,-0.05,0,-0.08,-0.18,-0.18,-0.11,-0.16,-0.08,-0.02
          : biological process unknown ,1,0.59,0.46,0.55,0.48,0.25,0.34,0.78,0.88,0.27,0.09,0.16,0.25,-0.39,-0.02,0,-0.25,-0.06,-0.09,0.46,0.36,0.35,0.07,0.02,-0.11,-0.59,-0.37,0.07,-0.06,0.03,0.04,-0.73,-0.94,-0.71,-0.06,-0.22,-0.08
NUP170     : mRNA-nucleus export* ,1,0.11,-0.11,0.25,0.29,0.19,0.23,0.56,0.42,0.41,0.34,0.24,0.32,0.18,0.1,-0.12,-0.05,-0.33,-0.14,0.14,0.17,-0.02,0,-0.01,-0.13,-0.02,-0.01,0.04,-0.06,0.07,-0.03,-0.68,-0.35,-0.16,-0.28,-0.02,-0.02
LAP3       : response to antibiotic ,1,0.78,0.59,0.64,0.42,0.24,0.37,0.78,0.98,0.45,0.69,0.6,0.98,-0.07,-0.03,-0.09,-0.21,-0.03,-0.21,-0.13,0.13,0.2,0.18,0.1,-0.1,0.08,0.29,0.63,0.35,0.15,-0.05,-1.11,0.05,-0.14,-0.13,-0.04,-0.23
UBA3       : protein neddylation ,1,0.07,0.18,0.5,0.99,0.2,0.14,0.62,0.43,0.53,0.42,0.35,0.35,-0.42,0.01,0.29,-0.01,0.42,0.26,NA,0.29,0.21,0.08,0.23,NA,-0.06,-0.04,0.07,0.2,0.1,0.13,NA,0.37,0.12,-0.21,-0.04,0.08
VID27      : biological process unknown ,1,-0.12,0.35,0.54,0.46,0.27,0.12,0.47,0.35,0.41,0.48,0.2,0.3,0.3,0.11,-0.03,0.14,0.19,-0.04,0.56,0.49,0.4,0.2,0.48,0.23,-0.03,0.18,0.05,0.04,0.19,0.29,-0.93,-0.3,-0.1,0.02,-0.02,0.17
SSN8       : meiosis* ,1,0.06,0.22,0.07,0.15,0.18,0.2,0.42,0.14,0.69,0.23,0.35,0.26,0.1,-0.13,0.05,-0.11,0.04,-0.08,0.51,0.29,0.2,0.16,0.23,0.04,-0.26,0.08,0.08,0.09,0.05,0.24,-0.57,0.38,0.04,-0.08,0.18,0.3
ECM29      : protein catabolism ,1,0.2,0.17,0.31,0.21,0.05,0.12,0.05,0.1,0.28,0.46,0.23,0.1,-0.17,-0.34,-0.3,-0.22,-0.24,-0.33,-0.04,0.33,0.15,0.04,0.09,0.07,0.16,0.14,-0.19,-0.23,0,-0.19,-0.9,-0.23,-0.05,-0.16,-0.06,0.14
SRY1       : amino acid derivative catabolism ,1,0.41,0.71,0.04,-0.32,-0.29,0.01,-0.03,0.24,0.75,0.98,1.23,0.98,-1.44,-1.25,-0.91,-1.05,-0.45,-0.49,-0.6,-0.04,0.21,0.12,0.34,0,0.32,0.73,0.1,0.14,-0.22,-0.61,-2.05,-1.15,-0.74,-0.27,-0.66,-0.44
UBP13      : biological process unknown ,1,0.42,0.17,0.03,-0.07,-0.04,-0.08,0.61,0.21,0.09,-0.04,0.18,0.09,-0.34,-0.3,-0.38,-0.45,-0.36,0.06,-0.38,-0.14,-0.2,-0.23,-0.34,-0.02,-0.41,-0.3,-0.35,-0.15,-0.05,0.06,-0.2,-0.23,-0.21,-0.33,-0.16,0.11
MDM31      : mitochondrion organization and biogenesis* ,1,-0.39,-0.32,-0.09,0.19,0.02,0,0.76,0.75,-0.28,-0.08,-0.33,0.19,-1.09,-0.88,-0.84,0.9,-0.64,-0.68,0.02,-0.3,-0.56,-0.44,-0.51,-0.19,-0.41,-0.29,-0.15,-0.1,-0.05,-0.19,-0.64,-0.05,-0.1,-0.3,0.05,0.25
          : biological process unknown ,1,0.19,0.01,0.14,0.23,0.06,-0.12,0.69,0.31,-0.03,-0.18,-0.3,-0.02,-0.2,-0.15,-0.09,-0.28,0.09,0.13,-0.43,-0.08,-0.23,-0.17,-0.3,-0.01,0.01,0.27,0.13,0.1,0.09,-0.03,-0.3,0.33,0.15,-0.05,0.12,0.12
SEC18      : ER to Golgi transport* ,1,-0.18,-0.2,0.03,0.19,0.02,0.04,0.83,0.62,0.18,-0.04,-0.19,0.18,-0.14,0,-0.24,-0.13,-0.11,-0.11,-0.07,-0.06,-0.12,-0.17,-0.21,-0.12,-0.13,0.09,0.11,0.03,0.07,0.07,-0.65,0.41,0.2,-0.01,0.14,0.14
QNS1       : NAD biosynthesis ,1,0.11,-0.11,0.28,0.1,0.12,0.13,0.82,0.56,-0.5,-0.25,-0.38,0.2,-0.3,-0.15,-0.3,-0.32,0.01,0.1,0.04,-0.1,-0.14,-0.01,-0.18,-0.07,0.09,0.05,0.09,0.09,0.02,0.08,-0.83,0.16,-0.02,-0.05,0.2,0.21
SEC24      : ER to Golgi transport* ,1,-0.2,-0.56,0.03,0.34,0.23,0.21,0.96,0.9,-0.34,-0.19,-0.22,0.26,-0.88,-0.53,-0.33,-0.53,-0.13,-0.14,0.28,-0.03,-0.25,0.13,-0.02,0.14,-0.07,0.02,0.22,-0.02,-0.02,0.17,-0.22,0.53,0.39,-0.13,0.04,0.37
TUB1       : mitotic sister chromatid segregation* ,1,-0.6,-0.36,-0.25,0.09,0.2,0.25,1.26,1.06,-0.48,-0.22,-0.25,0.57,-0.53,-0.16,-0.02,0.02,0.62,0.33,0.36,0.35,0.12,0.14,0,0.15,-0.46,-0.35,0.32,0.06,0.16,0.2,-0.79,-0.18,0.1,-0.28,0.05,0.24
TUB2       : mitotic sister chromatid segregation* ,1,-0.65,-0.59,-0.4,-0.01,0.04,0.15,0.77,0.67,-0.48,-0.21,-0.05,0.42,-0.82,-0.3,-0.48,-0.49,-0.12,-0.16,0.29,0.04,-0.1,0.13,0.02,0.04,-0.61,-0.56,-0.07,-0.23,-0.03,-0.03,-1.24,-0.39,0.02,-0.28,0.06,0.2
TUP1       : negative regulation of transcription* ,1,-0.23,-0.55,0.05,0.23,0.24,0.23,1.14,1.21,-0.06,-0.04,-0.02,0.58,-0.63,-0.35,-0.5,-0.14,-0.15,0.01,0.38,0,-0.38,0.11,-0.15,0.23,-0.57,-0.46,-0.02,-0.05,0.34,0.16,-0.65,-0.16,0.13,-0.04,0.32,0.5
WHI3       : regulation of cell size ,1,-0.35,-0.45,-0.11,0.12,0.07,0.17,0.45,0.79,0.05,-0.14,-0.2,0.31,-0.45,-0.26,-0.27,0.01,0,0.03,NA,0.05,-0.12,0.01,-0.23,0.23,-0.77,-0.48,0.21,0.08,0.1,0.03,NA,-0.02,-0.17,-0.31,0.03,0.54
          : biological process unknown ,1,0.16,0.24,0.28,0.41,-0.13,-0.11,0.79,0.78,0.13,-0.24,-0.37,0.09,-0.79,-0.41,-0.36,-0.31,-0.45,-0.66,0.65,0.34,0.17,0.05,-0.05,-0.09,-0.41,-0.35,0.02,-0.12,-0.07,-0.17,0.66,0.43,0.08,-0.26,-0.35,-0.05
BUD9       : bud site selection ,1,-0.47,-0.13,1.22,1.05,-0.1,-0.23,0.88,0.91,0.41,-0.12,-0.45,0.08,-1.02,-0.97,-0.93,-0.69,-0.46,-0.52,1.01,0.84,-0.16,0.23,0.22,0.28,-0.23,-0.05,0.34,0.24,0.16,-0.03,0.17,0.07,0.27,0.15,-0.03,0
SUN4       : mitochondrion organization and biogenesis ,1,-0.55,-0.04,1.1,0.81,-0.51,-0.76,1.76,1.97,0.72,0.18,-0.47,-0.28,-1.71,-1.08,-1.12,-1.05,-0.55,-0.63,0.68,1.91,0.07,0.28,0.05,0.12,-1.1,-0.31,-0.16,-0.26,-0.35,-0.46,-1.04,0.14,-0.25,-0.47,-0.23,-0.09
COG4       : intra-Golgi transport* ,1,-0.12,-0.02,0.51,0.42,-0.14,-0.34,0.42,0.43,0.54,0,0.04,-0.3,-0.75,-0.45,-0.35,-0.49,-0.42,-0.6,0.33,0.24,-0.02,0.1,0.06,0.08,-0.09,0.13,0.05,-0.06,-0.3,-0.31,-0.28,0.2,0.07,-0.01,0.35,-0.26
VCX1       : calcium ion homeostasis* ,1,-0.02,-0.13,0.3,0.26,-0.2,-0.4,0.62,0.88,0.06,-0.01,-0.16,-0.29,-0.41,-0.56,-0.78,-0.79,-0.93,-0.71,0.05,0.36,-0.05,-0.05,-0.25,-0.04,-0.21,-0.07,-0.02,-0.04,-0.16,-0.36,-0.24,0.4,0,-0.11,0.13,-0.02
NFI1       : protein sumoylation* ,1,-0.08,-0.46,-0.04,0.11,-0.03,-0.1,0.8,0.69,-0.23,-0.09,-0.3,0.19,-0.04,-0.05,-0.53,-0.39,-0.16,-0.16,-0.14,0.12,-0.39,-0.07,-0.25,0.03,-0.15,-0.17,0.11,0.06,0.1,0.09,-0.11,0.04,-0.14,-0.29,0.06,0.03
SCH9       : protein amino acid phosphorylation* ,1,0.26,-0.21,0.16,0.4,0.22,0.26,1.66,1.66,0.05,0.13,-0.04,0.75,0.11,-0.04,-0.51,-0.17,-0.07,-0.08,0.25,0.35,-0.11,0.11,-0.28,0.27,-0.03,-0.01,0.25,0.26,0.41,0.11,-0.09,-0.01,0.26,-0.1,0.28,0.57
GFA1       : cell wall chitin biosynthesis ,1,0.14,0.09,0.26,0.31,0.19,0.27,0.96,0.84,0.18,0.12,0.03,0.51,-0.24,0.02,-0.33,-0.14,-0.04,0.05,0.05,0.09,0.05,0,-0.07,0.13,-0.09,-0.08,-0.11,-0.14,0.25,0.06,-0.73,0.08,0.15,0.08,0.28,0.46
UGA4       : transport* ,1,0.25,-0.14,-0.37,-0.35,-0.05,0.24,2.16,1.3,0.65,0.59,0.49,0.99,-0.54,-0.57,-0.56,-0.21,-0.55,-0.23,-0.07,0.48,-0.03,-0.03,-0.21,0.09,-0.36,-0.25,-0.45,0,-0.12,0.01,-0.8,0.22,0.08,0.06,0.43,0.46
          : proteolysis and peptidolysis ,1,0.13,0.13,0.4,0.56,0.19,0.31,1.13,1.08,0.32,0.58,0.27,0.86,-0.79,-0.57,-0.6,-0.44,-0.57,-0.41,-0.06,0.46,-0.08,0.14,0.16,0.27,-0.32,-0.26,-0.06,-0.1,-0.07,0.19,-0.21,0.36,0.27,0.13,0.32,0.42
ASM4       : mRNA-nucleus export* ,1,0.08,0,0.1,0.22,-0.04,0.04,0.88,0.33,-0.12,0,-0.04,0.08,-0.38,-0.29,-0.34,-0.33,-0.12,-0.44,-0.2,0.2,0.13,0.03,0.03,-0.04,-0.19,-0.06,0.04,-0.02,-0.01,0.04,-0.47,0.19,-0.03,-0.11,0.03,0.05
SSL1       : transcription initiation from RNA polymerase II promoter* ,1,0.31,0.29,0.28,0.24,0.14,0.2,1.22,0.81,-0.25,-0.13,-0.2,0.12,-0.28,-0.24,-0.49,-0.4,-0.14,-0.32,0.49,0.18,-0.12,-0.15,-0.19,-0.15,-0.23,-0.23,0,-0.08,0.13,0.06,-1.11,-0.17,0.09,-0.12,-0.11,0.21
CCP1       : response to oxidative stress ,1,0.88,0.24,0.42,0.6,0.21,0.06,1.43,1.53,-0.16,-0.22,-0.54,-0.26,-0.5,-0.77,-0.93,-1.17,-0.97,-1.17,0.49,0.46,-0.04,0.04,-0.2,-0.17,-0.59,-0.58,-0.46,-0.33,-0.22,-0.49,-1.46,-0.31,-0.08,-0.36,0.27,0.17
BMH2       : sporulation (sensu Fungi)* ,1,0.2,-0.02,0.34,0.23,0.17,0.09,0.51,0.42,-0.09,0.14,-0.03,0.23,0.14,-0.09,-0.31,-0.15,-0.17,-0.53,0.01,0.14,0.13,0,-0.08,-0.03,-0.09,-0.1,-0.11,-0.18,-0.07,-0.08,-0.48,0.18,0.12,-0.04,0.07,-0.12
RMD11      : biological process unknown ,1,-0.31,-0.14,0.33,0.27,-0.08,-0.16,1.09,0.85,0.55,0.6,0.59,0.4,-0.21,-0.32,-0.33,-0.4,-0.36,-0.49,0.37,-0.07,-0.07,-0.13,0.01,-0.19,-0.2,-0.21,-0.11,-0.18,-0.15,-0.21,-0.65,-0.49,-0.15,-0.14,-0.18,-0.26
MCX1       : biological process unknown ,1,0,-0.14,0.13,-0.06,-0.12,0.26,0.85,0.85,0.72,0.61,0.73,0.59,-0.73,-0.77,-0.85,-1.14,-0.59,-0.89,0.32,-0.37,-0.47,-0.6,-0.36,-0.64,-0.51,-0.08,-0.39,-0.2,0,-0.12,-1.06,-0.81,-0.27,-0.51,-0.34,-0.05
PBP2       : biological process unknown ,1,-0.04,-0.03,-0.07,0.03,0.13,0.2,0.77,0.67,0.07,0.3,0.24,0.19,-0.8,-0.78,-0.72,-0.78,-0.47,-0.49,0.32,-0.15,-0.16,-0.14,-0.08,-0.19,-0.36,-0.01,-0.07,-0.14,-0.12,0.07,NA,-0.35,-0.17,-0.29,-0.04,0.03
STE7       : protein amino acid phosphorylation* ,1,-0.08,0.19,0.16,0.04,-0.02,0.09,0.57,0.49,0.32,0.15,0.11,0.09,-0.07,-0.2,-0.38,-0.42,-0.39,-0.37,0.47,0.3,0.1,0,0.03,-0.08,0.03,0.11,-0.15,-0.05,-0.23,-0.09,0.42,-0.25,-0.13,-0.07,-0.11,-0.11
          : biological process unknown ,1,0.15,-0.06,0.2,0.26,-0.08,-0.07,1.02,0.88,0.33,0.34,0.25,0.18,-0.12,-0.35,-0.29,-0.76,-0.45,-0.32,0.53,0.22,0,-0.06,0,-0.16,-0.02,-0.08,0.08,0.04,-0.02,0.01,0.26,-0.24,-0.13,-0.14,-0.2,-0.04
"SNU66      : nuclear mRNA splicing, via spliceosome ",1,-0.07,-0.2,0.13,0.16,-0.07,0.08,1.01,0.6,0.05,0.12,0.01,-0.03,-0.18,-0.19,-0.23,-0.38,-0.21,-0.27,0.23,0.24,-0.17,-0.17,0.03,-0.13,0.02,0.04,-0.09,-0.13,-0.13,-0.11,-0.05,-0.23,-0.11,-0.32,-0.11,-0.01
SWC5       : chromatin remodeling ,1,0,0.24,-0.02,0.02,-0.17,0.04,1.58,0.88,-0.35,-0.62,-0.11,-0.08,-0.38,-0.6,-0.78,-0.98,-0.53,-0.71,0.59,0.42,-0.25,-0.13,-0.11,-0.2,-0.06,-0.17,-0.17,-0.3,-0.21,-0.18,0.45,-0.32,-0.07,-0.47,-0.43,-0.07
REC107     : meiotic recombination ,1,-0.11,-0.06,0.01,0.12,-0.19,-0.21,1.14,1.02,0.08,-0.2,-0.06,0.01,-0.55,-0.18,-0.41,-0.4,-0.1,-0.38,0.71,0.18,-0.13,-0.18,-0.03,-0.25,-0.38,-0.11,-0.12,0.11,0.15,-0.08,0.33,-0.08,-0.1,-0.03,-0.15,0.07
